height_mm,rainfall_mm_per_h,speed_mm_per_min,time_to_recede_min
161.35,60.15,12.38,220.55
136.45,27.35,15.19,130.82
220.83,18.03,11.13,225.49
236.04,9.31,12.75,199.02
108.94,19.04,12.44,116.13
327.11,29.5,15.68,252.92
101.99,56.92,2.2,548.64
38.22,22.24,12.67,63.52
238.08,33.36,13.93,220.88
118.26,29.75,4.65,299.22
232.13,47.83,6.46,431.22
10.0,67.9,6.6,117.01
339.25,22.04,7.08,511.89
267.23,22.66,8.07,365.0
49.95,45.66,10.97,114.03
52.12,40.23,13.46,99.06
367.23,57.7,14.33,342.9
126.26,38.76,6.65,248.04
116.58,24.61,6.62,212.99
10.0,38.86,15.26,64.84
164.92,46.63,12.59,200.97
177.23,42.31,10.33,235.0
271.55,37.61,11.89,284.73
60.09,46.0,9.88,129.82
47.97,47.54,12.1,110.96
245.1,50.73,8.66,359.26
300.67,39.73,11.08,331.08
42.88,27.49,3.96,149.59
308.15,32.2,7.25,473.4
203.75,48.1,7.29,351.57
309.18,17.75,8.5,390.26
192.98,35.53,6.29,359.9
10.0,24.1,7.87,48.86
184.8,30.43,3.94,514.41
306.01,49.18,12.19,324.7
110.63,32.87,9.67,163.7
161.2,30.7,3.18,553.11
182.39,9.6,6.66,288.23
10.0,41.19,11.35,70.6
367.13,39.68,7.83,528.53
109.86,62.45,7.21,246.0
250.57,25.38,9.7,296.35
191.33,33.29,11.37,218.14
325.76,33.74,4.25,816.28
240.61,53.66,12.2,277.7
176.51,28.57,6.8,302.47
110.65,34.19,9.93,162.73
279.79,39.12,9.86,342.48
12.66,32.8,7.89,65.24
264.59,23.3,5.91,483.0
90.1,32.91,8.86,151.09
325.23,46.1,16.5,266.25
216.13,14.6,4.55,496.57
264.41,31.99,16.77,205.67
208.2,19.5,8.96,261.58
24.76,47.93,10.14,96.31
113.93,7.15,5.65,212.26
267.24,21.62,6.91,418.89
216.67,35.66,7.99,324.71
318.1,53.48,5.82,627.05
240.33,29.01,9.16,305.76
103.33,21.67,8.37,155.93
120.39,58.22,17.4,156.51
210.29,8.28,5.34,406.51
10.0,0.0,10.41,9.61
367.34,36.6,10.99,389.11
244.17,22.47,5.72,460.68
322.7,14.68,12.75,275.18
41.94,40.63,8.41,110.83
324.46,33.66,1.0,3295.05
423.15,21.54,12.64,367.09
67.91,10.8,5.53,138.95
277.14,43.09,5.81,541.73
200.11,39.75,12.75,216.56
45.56,28.51,8.61,95.67
249.29,57.7,13.67,268.9
283.36,13.95,14.84,211.86
139.89,7.12,7.42,199.2
316.59,19.62,13.17,269.76
33.32,29.32,6.98,91.73
50.52,33.65,18.93,77.16
213.66,26.38,7.23,335.17
202.54,35.28,14.1,196.52
128.34,11.23,13.38,112.8
280.96,51.66,11.26,326.91
253.09,28.77,7.32,389.0
285.81,46.76,9.39,374.38
187.69,35.14,1.39,1407.21
260.26,36.85,10.9,294.1
155.43,38.55,11.4,194.18
405.38,36.72,10.53,439.91
118.75,39.64,1.0,1246.92
410.53,49.94,4.94,906.37
203.49,32.95,7.01,339.8
62.45,40.64,11.17,116.88
336.81,28.65,11.16,344.85
212.59,51.6,9.32,305.53
285.11,19.85,12.54,257.13
322.39,57.01,5.9,632.4
233.8,29.4,12.44,232.02
140.78,8.54,11.9,131.12
297.57,31.92,11.51,306.41
200.08,19.78,9.27,245.46
268.59,42.61,17.32,218.96
10.0,20.21,11.97,38.67
244.7,23.31,6.13,434.36
136.14,1.66,10.99,126.33
365.33,23.22,13.01,315.63
262.31,0.0,7.65,343.0
223.99,6.24,14.36,165.37
248.63,41.41,11.53,277.78
100.16,41.79,1.0,1064.24
362.33,36.38,11.2,378.12
399.14,15.5,8.38,499.77
239.29,29.28,12.15,240.89
359.04,29.95,13.78,305.53
143.09,12.62,10.78,151.66
120.29,52.55,16.66,151.02
204.09,43.16,9.29,284.55
243.49,26.69,12.5,234.83
160.6,30.4,13.22,167.09
253.78,33.13,9.61,313.75
230.64,0.0,13.12,175.86
100.17,26.29,7.62,170.87
251.88,19.77,8.31,332.77
286.35,14.98,4.75,625.31
217.15,25.78,10.97,236.7
315.26,56.97,11.3,364.42
78.26,39.61,14.72,112.6
246.8,21.43,13.16,219.62
82.97,38.59,8.86,151.52
88.59,50.99,5.29,244.04
136.91,43.87,11.73,182.51
105.79,30.89,14.44,119.59
145.2,20.3,13.02,141.96
178.58,40.47,14.34,185.26
283.72,35.9,9.15,363.84
167.88,43.43,8.13,271.55
41.44,39.53,7.05,118.05
314.01,45.74,9.78,389.8
116.29,21.97,9.69,153.02
194.13,49.76,10.83,253.95
244.65,32.96,9.48,307.44
219.96,61.13,9.47,324.08
309.42,19.66,6.89,478.37
247.9,56.04,13.77,264.13
113.87,32.97,10.31,159.94
417.86,20.23,9.3,479.54
219.43,22.74,7.01,347.13
185.27,25.19,4.67,434.31
296.39,36.36,15.23,249.13
224.95,37.84,12.22,240.87
239.92,21.39,3.5,716.74
449.22,29.63,13.05,388.61
172.49,62.13,13.69,219.2
168.22,55.91,10.5,244.12
211.66,36.54,16.39,183.94
307.15,30.57,10.87,328.5
49.35,31.8,4.33,161.59
10.0,39.2,11.46,67.53
141.29,14.66,10.98,150.67
36.61,26.14,7.59,87.46
157.52,4.97,12.29,135.58
250.25,35.99,3.33,805.63
110.93,39.71,13.96,139.01
57.32,22.75,6.49,122.48
206.93,53.61,6.06,421.88
286.25,11.61,9.54,317.33
30.5,8.03,11.73,38.05
282.02,33.37,10.66,314.72
281.73,45.71,7.03,469.35
295.41,55.26,7.98,453.28
321.85,23.12,5.47,623.3
420.2,46.18,9.1,530.97
164.39,29.42,14.3,159.09
210.96,27.41,9.98,252.43
158.36,43.25,13.44,182.73
200.2,39.78,15.82,186.21
353.29,6.35,7.65,471.47
65.5,52.15,9.25,149.0
113.9,50.7,18.68,137.01
337.72,20.62,15.78,244.98
302.0,35.94,3.31,966.2
163.69,37.41,11.55,197.85
285.44,33.91,10.0,336.24
234.12,21.75,13.31,208.57
350.03,19.93,7.02,528.5
207.45,29.62,6.64,356.78
302.56,47.59,7.3,486.1
464.2,38.15,7.71,659.13
259.81,24.44,13.26,232.58
204.93,41.58,5.28,450.85
272.24,0.0,7.51,362.53
163.47,47.23,2.84,645.65
438.8,3.9,14.03,318.65
218.01,24.56,15.08,181.37
172.71,13.2,8.69,218.51
116.43,10.58,8.81,148.05
309.72,47.41,11.81,333.31
286.72,22.98,15.9,214.83
150.26,35.2,11.63,181.95
257.65,29.3,7.21,401.3
49.14,37.16,3.52,195.16
218.5,31.15,5.54,441.16
245.28,10.76,10.29,254.43
370.73,44.94,7.38,569.85
122.92,22.59,10.78,147.92
72.16,6.65,7.79,102.63
110.46,23.58,5.77,226.89
66.34,52.51,5.29,204.14
333.67,42.75,16.25,269.47
354.86,24.77,13.56,298.93
232.02,24.76,16.92,174.25
322.13,25.18,12.16,302.68
213.4,61.15,8.28,349.45
190.49,35.73,15.29,178.15
166.7,36.45,9.87,223.61
168.96,45.45,10.88,223.43
45.22,33.58,9.83,96.38
226.43,26.11,1.0,2303.43
195.97,27.05,16.42,159.94
274.54,28.93,11.96,272.86
209.35,29.44,11.32,229.11
183.73,40.91,9.75,249.76
112.88,30.78,10.65,152.12
207.22,40.99,7.61,333.75
273.82,28.79,12.47,262.83
85.67,31.18,4.77,226.3
208.75,0.03,10.74,194.33
223.3,43.74,12.25,247.96
128.19,35.2,9.21,192.06
141.21,44.97,11.48,190.43
223.06,0.0,6.03,369.63
86.66,61.33,6.14,233.2
234.99,27.91,10.95,256.53
110.46,46.62,12.71,156.82
306.29,14.4,2.5,1246.48
433.78,39.19,12.09,417.64
113.92,14.2,7.83,166.85
253.42,20.64,9.23,305.56
127.33,58.71,4.64,362.36
304.1,27.14,6.59,501.91
73.47,33.26,13.86,102.89
248.06,43.05,10.13,309.42
112.7,37.44,8.47,189.23
179.3,32.26,9.53,236.45
96.9,35.47,11.96,134.25
282.24,66.05,11.76,339.03
116.3,29.14,9.7,163.6
255.2,33.02,14.37,227.09
165.59,45.76,13.88,187.93
188.55,46.58,11.65,231.67
214.78,47.81,10.22,281.89
123.82,39.58,12.63,157.41
221.04,12.85,11.26,215.64
353.03,54.5,14.24,329.61
122.19,12.8,13.6,109.06
317.18,34.54,5.93,586.96
349.81,18.69,5.66,646.49
118.38,29.04,7.2,208.09
54.49,34.93,13.9,91.59
230.2,34.82,3.69,675.26
145.26,36.33,11.58,179.94
386.86,54.21,11.45,419.17
203.48,36.8,14.65,194.09
119.78,26.34,10.72,151.23
85.28,44.46,4.63,251.0
308.99,47.84,6.16,573.16
142.88,11.59,5.27,288.4
204.38,38.96,7.85,318.86
295.58,40.52,9.27,379.69
151.57,25.54,5.34,322.25
195.41,50.64,15.88,198.99
198.34,27.75,4.7,463.73
268.33,31.88,15.38,222.24
259.07,27.4,14.74,216.86
177.99,30.23,13.59,176.29
206.36,13.56,7.22,305.96
162.82,8.4,11.37,155.8
52.24,53.92,4.89,187.69
225.76,17.3,13.64,191.41
389.22,15.13,9.7,423.78
111.63,0.0,8.36,133.48
122.7,20.42,5.11,270.97
112.93,10.15,1.0,1144.5
272.46,54.63,5.85,548.02
244.85,45.15,14.45,237.15
184.15,19.68,8.39,249.03
108.2,63.79,9.32,211.74
209.24,44.73,12.62,232.86
43.54,25.13,17.22,62.97
214.34,0.0,15.3,140.09
287.15,64.36,6.11,566.47
74.88,9.16,2.23,349.56
46.75,5.32,19.44,32.03
357.94,45.34,19.08,255.65
138.82,66.6,10.75,228.99
313.59,50.76,4.92,713.79
184.6,38.46,13.85,190.95
183.8,38.92,9.57,250.48
243.84,42.8,9.55,319.58
111.6,41.38,13.58,144.27
213.25,34.22,11.34,239.42
161.85,31.56,5.26,355.24
67.95,29.06,8.7,121.69
233.75,18.69,12.64,212.9
173.67,25.79,12.04,182.92
184.3,4.61,11.05,173.72
78.98,28.52,13.73,100.3
359.14,15.17,8.55,442.65
287.67,13.45,10.71,288.65
296.42,32.7,1.0,3013.2
169.46,50.88,8.2,282.94
27.08,43.77,13.06,86.41
395.29,6.44,8.44,478.11
193.89,15.16,8.14,261.07
125.12,44.11,5.83,280.63
241.68,15.26,14.01,195.36
316.71,26.63,12.19,299.68
197.69,38.25,13.3,206.0
327.86,15.47,3.1,1082.48
308.3,31.58,9.36,376.81
92.36,9.99,8.88,119.0
132.62,20.98,8.88,180.86
295.75,34.8,7.54,444.66
10.0,6.11,8.62,20.76
185.05,36.61,13.4,193.03
56.92,29.71,2.35,286.9
152.34,38.29,17.11,146.47
170.12,33.36,11.94,192.57
164.18,50.46,9.83,242.7
144.77,31.88,13.63,154.06
90.29,23.56,4.19,250.68
429.19,31.83,7.34,632.39
386.75,38.15,9.52,463.65
83.79,30.73,15.46,100.29
358.21,30.61,9.81,410.91
160.05,19.47,11.8,164.84
212.92,20.06,7.64,308.71
193.67,8.96,11.95,175.55
134.03,56.24,16.71,164.58
298.39,11.34,13.98,230.42
212.59,19.61,9.67,249.16
152.34,19.22,12.7,148.77
69.54,43.42,12.31,121.63
110.64,25.58,12.03,130.36
35.86,48.72,14.45,97.9
201.22,19.9,14.42,169.41
80.33,34.18,9.49,135.92
173.44,17.47,12.57,164.21
337.01,62.18,8.47,491.26
319.93,12.19,6.31,525.48
196.77,34.65,8.92,272.52
191.29,39.51,9.69,256.57
387.99,36.21,3.35,1211.21
252.08,27.22,13.44,228.37
167.22,28.05,1.0,1714.27
57.4,30.66,20.0,74.68
239.39,27.79,16.01,191.24
282.93,44.46,8.96,382.6
136.83,63.16,10.04,231.06
229.12,21.64,11.21,236.81
163.64,9.45,7.64,228.28
181.6,28.68,10.77,211.62
10.0,68.7,9.42,113.65
177.82,17.94,9.62,211.71
296.94,54.59,10.73,358.72
136.86,55.17,4.75,371.12
205.25,21.7,10.16,234.6
124.4,38.53,10.65,174.57
236.04,54.43,10.52,306.11
178.35,24.31,9.14,231.67
106.08,26.95,14.55,113.32
333.26,21.27,8.59,420.08
292.89,14.78,10.91,290.65
139.51,20.26,15.19,122.24
249.78,11.64,9.68,275.43
253.74,30.51,10.86,279.46
264.23,18.45,9.61,302.5
30.57,33.51,14.95,70.71
300.66,6.66,8.97,345.21
143.03,34.96,15.13,146.96
164.22,42.5,9.59,235.07
463.79,0.09,6.56,706.9
230.19,35.61,12.72,234.42
161.37,48.42,8.78,256.38
10.0,11.86,12.48,25.79
338.98,55.09,1.0,3472.4
65.48,36.29,10.02,119.77
99.66,19.42,8.16,151.24
166.86,29.16,5.75,334.1
341.64,38.37,7.79,496.29
277.32,31.14,7.71,406.63
184.22,38.08,9.81,244.94
230.83,16.19,4.53,533.76
139.96,32.54,11.27,173.05
213.97,8.79,15.46,151.55
207.33,28.33,11.12,228.89
296.88,16.44,13.24,248.96
296.72,18.97,14.38,234.82
249.4,48.54,14.95,239.68
163.77,46.37,17.48,163.24
274.18,39.14,8.0,401.3
190.8,13.62,7.13,288.18
91.81,25.25,13.13,107.78
159.67,48.2,12.83,196.72
208.45,32.13,13.1,207.28
291.02,64.79,17.56,262.94
181.65,35.9,10.05,234.67
79.08,32.88,11.7,116.88
205.67,25.36,6.08,376.41
211.35,32.0,18.54,161.99
218.58,27.71,8.65,294.16
291.99,40.62,8.77,393.98
301.89,44.35,8.61,417.03
140.58,18.21,7.42,216.76
138.39,10.03,7.08,210.45
95.98,2.46,7.91,125.1
269.88,37.62,4.54,651.3
344.88,13.45,6.86,523.01
168.49,0.0,17.8,94.68
175.86,35.83,12.94,189.62
346.68,67.39,13.7,354.08
250.56,29.91,14.71,215.21
243.62,42.58,17.34,204.39
80.91,31.23,2.91,324.47
267.87,28.52,5.08,570.04
107.09,43.79,6.79,223.5
86.6,25.65,8.12,145.1
165.32,34.01,8.8,238.93
141.42,34.83,8.21,224.45
177.84,19.98,10.88,193.47
55.9,44.88,10.14,122.44
295.88,27.38,7.11,457.29
312.77,18.66,1.3,2437.98
10.0,38.05,6.03,73.66
297.85,16.52,7.8,406.49
118.95,30.42,9.01,177.63
285.7,29.86,5.48,566.01
193.16,46.29,8.04,309.77
202.88,37.12,5.48,426.16
181.49,29.62,9.5,235.55
321.21,42.27,5.71,626.18
76.04,50.85,6.6,191.42
260.78,38.37,4.77,604.81
310.13,30.16,9.39,375.65
271.63,10.32,6.53,431.19
432.47,14.02,13.63,338.39
147.11,25.42,11.62,164.69
295.73,20.86,9.72,335.52
189.39,27.2,6.81,318.9
323.34,30.85,11.52,326.9
199.23,37.95,12.76,213.02
161.21,28.94,10.57,195.92
330.61,37.3,16.41,257.35
150.84,30.97,11.84,173.87
58.73,0.37,13.65,43.56
148.32,15.91,10.53,164.66
261.9,27.84,12.7,247.94
339.2,11.85,6.81,515.67
211.11,39.0,8.17,317.01
331.82,52.96,11.4,370.58
64.18,48.28,11.37,128.88
155.67,26.8,12.03,169.6
171.14,52.36,14.4,197.38
188.54,32.23,4.3,486.81
208.41,24.94,6.1,378.95
269.09,20.8,10.92,277.66
155.52,25.46,7.1,257.16
213.9,24.18,20.0,143.22
195.49,32.56,12.06,210.89
107.41,32.41,9.69,159.5
188.63,30.05,7.94,282.7
185.63,36.55,8.08,284.59
183.49,47.86,10.12,253.1
203.18,44.24,10.45,260.83
207.57,7.73,8.17,265.55
156.77,0.0,8.91,176.0
327.27,44.01,15.38,278.85
83.05,9.5,15.54,67.7
127.9,26.63,11.01,156.13
478.0,12.45,4.63,1049.96
96.2,2.97,12.15,83.61
64.62,38.12,16.22,97.03
273.45,41.39,15.48,238.74
10.0,21.35,12.94,39.76
176.47,0.0,15.69,112.48
414.58,21.81,10.21,438.62
45.51,35.88,12.51,90.18
10.0,7.82,7.28,25.47
50.08,32.75,11.17,93.97
289.84,29.77,15.32,233.87
312.48,38.69,7.64,466.91
148.74,31.79,6.55,274.63
268.32,15.4,10.39,281.36
339.03,47.95,9.09,444.75
378.73,27.62,12.6,342.1
175.37,29.59,8.19,258.59
10.0,16.0,16.87,29.93
117.91,23.35,4.84,278.58
157.32,16.73,15.01,129.87
174.11,27.41,6.94,291.96
181.21,55.68,2.82,727.01
311.89,9.42,10.95,298.92
327.44,5.8,8.98,373.27
182.83,52.07,5.56,406.84
309.85,26.86,3.27,986.54
235.77,19.96,9.97,266.5
206.45,45.6,13.9,216.89
290.65,20.92,12.34,266.92
207.23,57.39,10.23,288.71
405.78,40.17,11.92,400.81
56.16,22.68,9.89,90.8
148.48,62.36,4.28,440.37
187.35,20.91,4.32,465.41
243.95,41.13,9.19,327.22
326.8,34.49,9.36,400.97
197.56,49.53,13.4,221.68
57.78,53.42,13.03,124.48
284.25,30.48,12.42,274.58
275.5,18.7,8.88,338.33
10.0,36.9,4.48,77.68
199.62,19.83,11.65,201.12
40.99,60.2,12.1,124.17
133.53,32.05,1.0,1383.42
109.72,24.52,6.66,201.46
280.93,32.77,7.24,437.4
211.68,9.79,10.47,216.8
71.44,15.43,6.79,128.41
288.01,48.01,9.85,364.48
56.62,20.15,9.16,92.05
233.01,14.3,9.36,270.3
118.6,38.05,7.13,223.31
163.43,47.79,7.44,291.23
250.43,40.78,5.68,502.15
252.14,44.94,11.52,286.28
333.7,18.65,12.28,299.61
191.77,8.67,6.92,290.24
230.65,52.52,16.08,222.19
156.23,25.16,8.74,216.46
218.2,26.24,16.12,174.71
243.95,49.92,7.43,403.15
190.17,38.34,1.89,1061.74
19.62,36.84,11.61,72.16
233.15,62.48,10.99,305.78
236.46,20.35,10.14,263.77
131.98,43.92,7.43,243.49
71.56,30.86,9.86,118.85
347.59,34.03,7.95,487.99
249.14,52.93,8.79,362.81
177.09,37.62,13.37,188.92
86.3,38.07,10.74,137.49
117.82,46.09,12.44,163.84
330.26,24.53,9.07,400.81
213.77,17.41,8.63,273.76
144.94,14.33,5.39,290.6
250.97,0.5,8.52,295.33
118.56,60.84,1.0,1276.87
350.08,13.45,7.64,478.46
335.28,26.68,9.67,386.65
153.34,25.85,12.25,163.9
137.13,34.61,8.93,205.56
10.0,42.24,11.39,72.13
51.84,42.91,1.28,469.11
66.05,21.25,9.77,99.47
213.52,27.49,3.28,691.82
167.38,34.24,5.17,375.31
65.47,26.27,9.25,110.17
171.88,54.11,15.11,194.96
250.53,37.36,11.48,274.19
252.78,41.02,10.07,312.49
10.03,39.94,9.92,70.03
187.17,47.6,7.15,333.35
61.67,32.72,7.82,127.89
290.17,10.55,11.71,263.63
278.41,36.0,4.46,678.44
110.2,20.23,12.37,119.41
123.4,22.07,8.45,179.21
153.87,38.8,13.3,173.87
10.0,48.57,13.84,80.08
233.6,30.32,3.31,751.71
172.72,34.63,7.67,277.02
297.02,55.53,6.58,534.84
90.16,33.61,2.75,378.38
138.09,69.03,5.87,338.79
49.35,38.48,19.77,82.69
99.57,3.59,12.44,85.44
81.8,41.3,17.67,108.25
299.6,35.72,13.32,278.56
130.17,49.35,7.03,259.12
212.42,40.1,8.47,310.85
161.92,27.92,12.35,172.96
73.05,11.64,11.75,79.63
183.17,26.86,7.69,278.47
259.91,17.24,3.96,682.2
79.22,21.29,20.0,71.55
280.91,38.83,9.44,355.96
115.03,55.05,8.7,214.83
151.7,35.92,10.45,199.0
253.07,12.06,9.03,298.37
133.66,36.67,10.49,182.41
203.76,47.95,15.15,206.44
168.53,20.85,9.5,208.65
212.94,27.99,5.35,440.06
10.0,30.22,9.35,56.02
17.03,18.23,8.14,48.26
261.6,39.72,15.7,226.26
303.72,28.19,14.68,249.11
108.95,36.29,10.43,158.9
175.6,16.69,4.89,384.49
229.47,23.44,5.1,485.42
269.32,40.84,10.06,328.96
10.0,24.41,11.35,45.43
111.4,55.9,8.5,214.89
166.74,24.01,8.08,242.39
270.31,33.37,7.63,404.39
449.84,43.99,9.91,520.08
177.2,8.72,1.0,1785.08
59.3,3.59,5.59,111.38
240.23,7.12,7.49,331.33
332.1,48.94,14.83,297.35
210.8,21.72,6.74,345.12
109.34,68.37,10.72,204.53
295.8,21.54,10.91,303.53
266.35,32.77,15.19,224.48
97.39,53.13,15.05,144.41
238.14,60.09,9.77,333.89
299.73,60.92,8.1,461.51
318.19,48.13,7.34,505.41
193.36,45.36,9.04,282.03
164.19,38.89,8.26,257.02
322.73,41.68,12.21,326.73
78.98,21.73,11.68,100.21
243.86,17.73,12.37,223.77
63.0,29.95,15.04,86.82
306.54,27.45,17.45,216.82
174.2,23.2,10.5,200.72
326.86,40.45,14.4,287.69
249.14,44.33,8.59,356.42
77.68,31.33,14.74,99.69
342.46,52.16,14.25,318.64
355.12,12.87,14.03,272.36
288.23,27.1,10.38,318.42
123.84,19.25,7.33,197.9
169.4,2.0,4.42,386.09
214.54,28.76,9.84,261.17
129.63,28.17,16.13,122.62
369.23,52.7,8.76,500.52
214.43,39.46,13.14,222.38
10.0,14.64,13.38,29.43
233.94,57.81,8.87,350.6
165.18,48.32,15.27,180.68
192.51,38.73,1.0,1983.17
163.14,26.6,5.11,359.22
280.7,15.61,6.34,466.34
311.97,24.42,6.72,500.79
228.31,46.33,11.35,270.73
166.07,58.27,11.16,236.21
195.87,53.15,11.58,248.92
201.96,22.67,12.38,197.08
119.76,13.21,6.2,212.98
257.89,32.11,5.13,551.15
246.0,3.47,11.59,217.55
354.04,34.85,7.48,525.65
325.53,27.79,3.72,917.22
131.43,23.01,13.89,129.17
282.03,6.08,15.58,190.13
104.9,37.7,16.23,121.2
269.59,22.01,10.75,283.84
148.34,12.45,12.5,137.31
97.67,0.0,15.48,63.1
228.0,29.59,7.43,351.07
10.0,56.58,14.44,91.8
24.9,54.92,11.1,104.81
182.25,23.14,13.65,168.19
208.24,20.97,10.74,225.27
163.07,37.03,15.19,162.93
42.06,15.02,10.89,61.14
118.21,34.53,4.06,342.66
239.12,41.49,15.81,213.51
258.18,48.4,6.21,488.36
198.38,28.5,15.01,174.89
315.68,26.94,9.64,367.92
239.74,16.83,14.7,188.29
125.25,17.6,14.54,112.55
171.95,26.6,11.72,186.61
59.71,35.51,12.03,102.89
189.19,43.7,11.69,227.38
311.21,17.95,1.94,1627.23
268.53,52.39,10.47,334.98
340.2,25.93,5.54,653.45
169.71,29.68,10.68,203.35
334.61,18.79,5.43,644.61
180.67,0.0,5.26,343.47
347.16,43.26,16.42,276.32
197.81,41.05,14.28,200.13
270.72,25.78,9.98,309.84
347.51,31.0,10.74,370.1
180.66,37.74,9.01,257.15
221.84,6.56,12.28,190.5
328.89,22.06,7.3,483.89
186.7,41.91,13.97,196.47
67.91,11.19,8.99,92.34
414.3,34.4,8.32,549.53
153.02,9.65,10.09,166.18
215.88,37.0,7.64,338.22
315.6,29.47,11.31,323.13
139.15,5.77,7.85,185.91
99.21,47.47,11.87,154.76
225.37,18.98,14.86,180.1
20.69,17.85,7.12,55.82
171.21,33.01,9.48,230.16
224.5,47.23,11.85,260.37
173.0,14.76,8.26,231.68
45.65,30.93,11.86,84.89
359.42,36.43,12.22,348.73
210.35,40.4,14.33,207.36
343.12,32.65,7.58,501.87
174.0,24.49,6.23,316.08
112.0,17.59,8.77,154.09
226.92,31.29,6.13,417.18
178.42,13.92,12.26,166.43
82.22,0.0,5.35,153.6
346.98,36.55,19.33,234.31
137.77,43.56,15.18,156.08
15.97,0.0,10.05,15.89
332.82,14.85,13.47,269.37
149.57,39.29,3.45,492.12
139.22,60.86,20.0,160.9
23.46,30.31,7.64,76.18
374.09,19.08,9.52,421.66
71.05,27.26,2.58,316.68
205.84,50.62,11.95,248.26
291.26,20.31,5.57,552.94
242.17,18.01,10.41,259.73
194.03,22.76,7.82,282.17
29.83,15.7,5.69,75.99
119.03,31.84,6.78,223.25
218.78,54.37,10.9,282.21
121.28,34.85,4.87,301.1
220.34,26.21,7.0,353.87
268.17,25.62,12.65,250.38
296.25,6.55,20.0,157.95
77.38,43.25,11.91,129.84
419.66,28.83,6.33,706.13
276.75,27.29,8.53,365.32
199.83,77.9,10.13,314.18
308.95,34.48,8.6,410.87
436.54,18.72,13.61,348.78
56.13,23.6,10.87,87.04
177.47,47.23,13.63,201.03
10.0,31.7,8.74,58.99
219.27,8.43,15.3,155.93
236.54,43.79,9.33,319.1
196.08,19.98,6.12,350.61
134.55,58.1,18.71,159.06
10.0,46.2,2.7,106.34
237.35,23.29,7.05,371.84
345.54,49.22,7.49,535.05
140.9,31.02,20.0,116.98
244.01,42.79,17.23,205.83
43.19,37.27,15.98,82.94
245.72,17.3,8.68,309.13
160.66,20.35,19.7,112.05
123.76,45.45,11.47,176.04
123.96,24.98,13.91,126.59
160.64,23.95,10.72,185.78
238.24,15.67,9.8,266.56
68.78,36.35,8.99,131.02
160.29,60.94,9.16,266.37
195.85,13.99,12.43,178.49
90.1,30.36,11.47,124.1
379.67,51.18,9.87,461.28
114.65,28.81,16.04,114.69
133.06,36.79,1.0,1385.74
102.17,14.06,12.04,105.96
379.85,36.42,12.87,349.76
255.29,27.19,14.59,215.79
106.34,44.79,9.74,176.35
310.62,47.81,10.83,358.49
220.07,68.84,13.94,261.09
225.73,38.69,15.96,199.43
165.55,34.89,8.8,240.5
125.06,32.92,11.07,162.37
233.78,24.7,16.71,176.92
145.49,35.08,1.5,1020.05
381.68,25.57,7.24,565.53
73.07,32.53,15.86,94.85
353.62,49.76,14.37,320.72
188.87,14.9,12.09,178.57
229.91,47.1,8.21,350.83
283.32,49.76,6.47,512.34
136.98,28.23,7.64,221.74
286.42,0.0,16.19,176.89
10.0,20.88,7.49,44.68
128.0,49.45,10.41,197.19
107.59,29.66,6.99,198.52
74.65,15.01,13.37,78.34
178.5,22.43,7.85,261.18
238.57,42.61,9.61,312.18
270.27,38.2,3.27,884.7
224.09,26.42,3.55,671.48
133.43,24.5,10.03,169.77
236.9,24.12,4.7,540.3
212.43,16.16,18.42,139.57
293.61,54.23,1.75,1755.35
277.69,25.17,6.8,446.16
203.05,48.26,10.07,274.09
110.27,52.82,8.54,208.36
134.7,44.97,5.58,308.72
145.02,23.53,6.17,270.4
168.47,36.06,6.04,333.13
226.81,29.64,8.85,300.64
271.52,16.44,17.81,177.14
194.89,34.87,10.31,241.29
201.61,12.31,14.73,155.33
214.33,47.82,12.03,249.92
148.41,23.03,14.46,137.21
107.46,33.02,1.0,1124.13
24.46,34.25,8.78,79.22
130.49,26.12,15.23,124.86
247.31,38.8,7.71,378.84
129.71,22.88,17.05,110.39
176.22,43.07,15.94,175.19
246.64,9.81,8.12,318.33
252.07,31.9,7.99,363.43
92.05,59.08,5.95,243.44
299.71,15.0,7.48,423.08
312.74,19.83,5.07,646.63
87.02,37.71,11.72,130.84
117.62,32.69,4.18,330.7
319.11,35.26,12.41,309.93
185.31,37.34,12.51,204.11
10.0,39.52,3.36,89.09
60.03,46.65,16.2,107.03
175.06,36.15,12.05,199.45
83.7,26.38,13.0,103.96
158.66,40.09,6.97,287.91
203.24,58.5,12.49,250.48
346.23,28.01,14.51,280.7
170.95,15.38,9.61,201.05
307.25,46.61,18.01,240.53
342.88,28.19,10.18,379.23
343.43,0.0,14.56,235.82
228.48,42.71,11.17,268.57
10.0,21.97,12.34,41.06
246.08,28.64,3.31,785.37
304.84,34.98,11.48,317.91
191.89,32.86,7.06,321.09
374.46,40.64,6.61,627.09
285.98,23.47,16.98,203.66
256.83,37.7,9.14,337.39
308.64,26.11,5.99,554.69
233.34,41.08,8.56,334.1
10.0,39.23,4.8,79.69
150.09,15.97,15.74,119.33
319.72,46.29,7.22,512.42
119.24,21.96,12.12,131.35
177.65,42.12,15.42,178.36
95.52,35.51,8.0,172.67
378.39,57.57,12.13,398.36
368.15,26.65,5.88,666.11
111.61,24.76,19.78,93.56
214.73,29.71,13.75,200.78
131.95,25.45,9.23,181.14
261.49,42.0,6.91,441.5
250.97,5.76,9.54,271.59
281.17,14.19,8.64,346.72
233.19,13.98,17.81,151.89
493.54,44.25,5.1,1034.51
97.21,55.66,10.54,175.72
