height_mm,rainfall_mm_per_h,speed_mm_per_min,time_to_recede_min
330.52,13.59,-3.47,-1.0
342.69,40.8,-0.47,-1.0
269.65,18.92,1.92,140.45
394.58,4.42,-0.95,-1.0
473.75,17.11,-2.43,-1.0
470.23,49.07,-2.09,-1.0
280.34,31.48,1.32,212.55
145.3,20.81,-0.76,-1.0
493.94,8.33,-3.11,-1.0
435.56,49.31,-3.03,-1.0
149.87,41.04,-1.25,-1.0
468.34,14.07,-3.18,-1.0
447.96,3.5,-0.82,-1.0
307.54,2.83,-0.23,-1.0
336.51,6.02,-0.4,-1.0
259.6,29.04,-0.38,-1.0
121.9,46.44,1.57,77.85
234.08,24.84,-1.54,-1.0
421.14,42.15,-2.68,-1.0
101.85,22.29,1.27,80.23
233.4,35.43,0.08,2836.75
259.27,36.59,-0.11,-1.0
314.96,8.7,-1.36,-1.0
467.94,18.06,-3.25,-1.0
238.54,31.87,4.35,54.82
238.78,3.53,0.97,245.57
395.0,18.08,-1.33,-1.0
280.89,26.74,-1.16,-1.0
189.84,49.81,-0.58,-1.0
280.98,23.73,-1.01,-1.0
156.34,40.8,0.88,178.51
170.55,21.6,-2.53,-1.0
299.35,39.82,-3.35,-1.0
267.57,29.77,-1.63,-1.0
465.94,44.33,-2.35,-1.0
244.96,20.55,-0.81,-1.0
332.24,30.22,0.89,371.28
352.91,31.5,-3.75,-1.0
105.24,20.87,-0.18,-1.0
365.41,7.22,0.63,583.74
171.21,4.68,0.48,353.36
484.43,0.83,-1.52,-1.0
159.47,43.68,3.48,45.79
265.85,11.82,-1.7,-1.0
134.14,10.58,0.51,263.21
498.75,36.8,-3.4,-1.0
300.88,16.0,-3.94,-1.0
338.15,25.3,-1.85,-1.0
126.83,8.13,2.05,61.77
399.98,47.99,-1.19,-1.0
183.96,42.58,1.09,168.93
459.22,43.19,-3.16,-1.0
182.06,20.34,-0.8,-1.0
176.28,38.12,2.14,82.33
114.62,7.19,0.11,1063.01
288.83,0.43,-0.45,-1.0
325.94,1.0,-1.01,-1.0
126.28,29.33,2.93,43.1
410.21,22.77,-0.64,-1.0
281.32,25.9,-2.76,-1.0
309.76,0.37,-2.88,-1.0
276.31,21.13,0.11,2623.64
260.31,35.9,-0.7,-1.0
323.86,22.13,-1.92,-1.0
162.1,36.61,1.9,85.2
172.77,11.65,0.55,312.16
444.71,40.66,-2.37,-1.0
478.45,29.42,-1.61,-1.0
249.32,10.54,-1.06,-1.0
208.3,11.84,2.27,91.77
357.6,31.4,-2.76,-1.0
263.49,41.5,0.35,751.86
110.15,20.78,3.05,36.13
162.46,12.92,-1.69,-1.0
386.39,43.35,-2.38,-1.0
363.57,33.46,0.08,4684.25
110.84,22.4,2.63,42.18
188.79,24.4,-0.15,-1.0
192.43,10.21,-1.03,-1.0
368.76,31.34,-0.25,-1.0
107.88,17.94,2.7,40.01
141.64,49.78,-1.16,-1.0
419.97,24.01,-4.01,-1.0
171.42,24.29,0.62,274.84
361.1,28.29,-0.67,-1.0
195.27,45.84,-0.4,-1.0
139.78,40.04,1.62,86.22
197.27,22.56,-1.04,-1.0
388.91,35.93,-5.0,-1.0
442.28,29.31,-3.06,-1.0
432.09,24.62,-2.23,-1.0
258.87,9.62,-1.0,-1.0
367.23,23.2,-3.41,-1.0
181.99,12.29,-2.54,-1.0
217.26,45.74,-0.94,-1.0
458.53,16.77,-1.24,-1.0
105.2,47.61,2.83,37.14
134.2,26.65,2.44,55.01
183.15,31.58,-1.06,-1.0
110.61,27.15,-0.84,-1.0
172.57,6.47,1.02,169.32
333.22,18.79,-0.38,-1.0
268.57,4.96,-0.09,-1.0
457.07,31.15,-5.0,-1.0
426.98,22.34,-3.57,-1.0
236.73,38.9,-0.41,-1.0
203.77,11.02,0.69,293.98
251.88,8.23,0.63,398.42
336.12,20.32,-1.14,-1.0
207.23,46.33,0.42,488.83
349.66,35.52,-1.37,-1.0
263.76,20.95,0.39,674.97
320.82,25.86,-0.74,-1.0
274.45,4.21,-0.65,-1.0
217.79,49.23,-0.58,-1.0
479.38,33.32,-2.67,-1.0
405.44,14.27,-1.33,-1.0
156.05,29.29,0.84,185.6
447.39,5.47,-1.9,-1.0
294.97,48.29,1.06,277.14
457.82,8.74,-2.18,-1.0
419.94,32.4,-3.17,-1.0
270.09,12.27,0.62,432.44
108.99,35.88,-1.14,-1.0
207.47,38.84,-1.7,-1.0
316.65,33.67,-0.66,-1.0
353.39,30.72,-0.76,-1.0
203.16,44.62,-1.9,-1.0
155.74,3.93,-0.13,-1.0
433.97,16.55,-3.25,-1.0
493.76,12.41,-3.67,-1.0
310.28,49.4,0.31,992.45
168.67,19.47,1.37,122.85
208.92,36.63,-0.12,-1.0
107.36,34.24,0.11,998.71
465.72,10.6,-4.68,-1.0
147.1,11.95,2.66,55.32
330.61,14.06,-0.42,-1.0
209.62,20.56,-1.16,-1.0
321.67,11.72,-0.14,-1.0
360.57,0.98,-1.71,-1.0
431.9,43.97,-2.75,-1.0
182.57,48.28,0.83,220.72
104.4,17.08,-0.16,-1.0
154.75,16.93,-0.06,-1.0
460.01,0.35,-2.42,-1.0
449.56,34.01,-3.24,-1.0
338.97,41.27,-0.39,-1.0
340.21,7.33,1.4,242.74
366.01,7.98,-2.79,-1.0
170.15,39.5,-2.2,-1.0
465.76,30.81,-5.0,-1.0
267.51,2.24,-0.9,-1.0
253.26,31.13,-1.53,-1.0
307.57,15.45,-0.76,-1.0
118.79,18.44,1.01,117.49
166.51,38.49,-2.07,-1.0
395.21,40.55,-4.67,-1.0
133.12,20.02,1.11,119.64
341.26,47.36,-1.21,-1.0
198.14,20.32,-0.62,-1.0
255.72,38.59,-3.04,-1.0
215.48,24.19,0.55,390.14
242.27,44.88,1.49,163.13
387.62,45.39,-1.46,-1.0
218.85,4.37,-1.46,-1.0
326.56,46.82,-1.2,-1.0
290.42,41.28,-2.95,-1.0
365.47,39.57,-0.07,-1.0
474.73,10.05,-2.62,-1.0
393.03,40.26,-4.58,-1.0
185.98,42.51,-0.31,-1.0
112.47,14.46,1.57,71.63
204.91,47.61,-0.55,-1.0
338.03,2.49,-1.79,-1.0
120.57,7.5,-1.04,-1.0
298.55,26.88,-0.14,-1.0
338.74,28.79,-2.36,-1.0
233.7,32.26,-3.57,-1.0
408.36,0.85,-2.64,-1.0
142.64,48.02,2.05,69.74
130.06,2.23,0.12,1092.4
391.28,7.15,0.69,563.62
298.2,0.7,-0.34,-1.0
375.36,28.34,-1.25,-1.0
273.93,46.61,-0.93,-1.0
198.56,33.3,-0.09,-1.0
427.64,41.13,-2.67,-1.0
419.77,0.66,-2.65,-1.0
377.88,27.1,-0.98,-1.0
208.86,22.98,-1.49,-1.0
336.09,24.95,-2.97,-1.0
244.39,3.61,-2.13,-1.0
136.63,34.22,3.7,36.91
466.93,25.16,-1.87,-1.0
154.73,38.26,0.91,170.13
480.09,24.26,-4.39,-1.0
278.4,7.47,0.15,1843.84
174.05,32.41,0.08,2057.09
316.76,8.62,-0.85,-1.0
449.18,43.62,-3.96,-1.0
392.89,30.66,-1.69,-1.0
422.62,7.86,-2.86,-1.0
363.51,48.12,-2.78,-1.0
376.91,25.92,-0.67,-1.0
439.68,3.64,-4.7,-1.0
199.87,31.34,0.85,235.56
295.77,12.66,0.07,4284.7
188.48,40.18,-1.2,-1.0
495.07,40.89,-4.18,-1.0
477.62,48.95,-3.11,-1.0
115.77,25.09,1.27,91.49
382.23,22.75,-2.05,-1.0
470.1,37.67,-2.05,-1.0
172.23,6.62,2.92,58.94
327.18,27.35,-2.03,-1.0
466.2,27.31,-5.0,-1.0
113.58,4.47,2.1,54.01
378.97,20.9,0.74,515.4
218.94,42.66,0.4,547.68
469.76,42.81,-4.33,-1.0
488.42,4.96,-3.07,-1.0
477.71,4.54,-4.45,-1.0
289.69,13.13,0.07,4296.33
444.82,43.74,-4.48,-1.0
437.82,6.45,-2.83,-1.0
227.64,36.0,-1.78,-1.0
431.57,5.06,-2.13,-1.0
114.8,31.16,0.3,379.57
338.51,17.8,-1.12,-1.0
192.0,39.45,0.11,1691.8
148.23,11.68,-0.96,-1.0
130.78,31.96,1.63,80.11
378.52,11.78,-1.86,-1.0
235.95,35.68,-1.84,-1.0
389.91,43.68,1.46,266.64
126.14,6.34,1.45,86.8
226.12,43.33,-0.49,-1.0
315.8,29.68,0.96,327.3
416.29,6.36,0.6,694.01
227.5,21.38,-0.49,-1.0
350.36,8.04,-0.98,-1.0
454.39,35.02,-4.03,-1.0
346.35,37.94,-1.68,-1.0
193.18,5.29,-0.23,-1.0
109.76,25.31,1.18,93.05
448.04,40.73,-1.98,-1.0
108.51,46.81,1.75,61.84
449.88,25.68,-2.14,-1.0
311.57,47.51,-2.93,-1.0
475.63,26.78,-4.16,-1.0
419.51,19.71,-3.01,-1.0
499.17,42.41,-3.42,-1.0
240.28,24.65,1.17,204.79
406.88,23.6,-3.81,-1.0
260.77,24.52,-1.14,-1.0
291.95,42.34,0.51,572.44
351.0,41.6,-1.96,-1.0
449.47,20.18,-1.8,-1.0
493.63,16.66,-3.15,-1.0
407.31,24.6,-1.69,-1.0
267.11,28.64,-1.01,-1.0
268.54,11.92,0.32,852.06
395.03,39.7,-4.27,-1.0
195.51,24.32,-0.5,-1.0
144.19,16.7,1.0,143.76
241.85,5.34,0.38,633.02
214.9,11.94,2.09,102.8
218.52,47.46,-0.77,-1.0
193.44,15.25,2.28,84.67
116.84,8.44,-0.16,-1.0
107.15,23.03,2.92,36.68
495.09,15.35,-1.72,-1.0
271.11,1.76,-2.08,-1.0
253.73,16.16,-0.08,-1.0
371.86,27.21,-1.8,-1.0
187.3,27.59,1.07,175.81
479.98,17.83,-3.13,-1.0
414.54,22.37,-2.61,-1.0
135.76,48.28,2.7,50.36
267.03,18.87,-0.82,-1.0
451.65,12.91,-1.28,-1.0
477.89,12.17,-3.12,-1.0
286.96,22.89,1.63,176.01
345.36,37.98,-2.47,-1.0
166.81,10.3,-0.59,-1.0
496.47,35.46,-0.68,-1.0
192.67,1.06,-0.59,-1.0
477.09,20.95,-0.37,-1.0
359.86,38.79,-0.26,-1.0
343.09,16.94,-1.66,-1.0
305.08,28.19,-3.77,-1.0
192.27,10.25,0.05,3977.14
170.61,37.1,0.45,382.25
188.19,2.61,1.87,100.7
174.58,42.63,2.64,66.2
411.83,9.91,-3.15,-1.0
240.05,43.72,0.8,299.59
123.14,17.63,1.92,64.24
487.64,36.13,-1.27,-1.0
453.51,15.96,-1.79,-1.0
471.1,45.3,-5.0,-1.0
497.96,6.33,-3.21,-1.0
169.56,8.93,-1.43,-1.0
258.5,24.65,-0.89,-1.0
403.3,4.1,-0.56,-1.0
378.41,9.8,-1.33,-1.0
161.56,47.19,2.11,76.69
426.33,48.82,-1.75,-1.0
189.78,18.81,-1.85,-1.0
189.53,46.16,-3.68,-1.0
314.79,27.24,-0.92,-1.0
337.18,13.49,-1.69,-1.0
332.03,35.12,-2.79,-1.0
136.59,32.95,-1.92,-1.0
450.98,49.46,-3.61,-1.0
206.24,13.25,-0.35,-1.0
151.81,33.6,1.48,102.52
455.5,2.6,-2.27,-1.0
482.26,5.68,-0.41,-1.0
444.85,0.2,-4.0,-1.0
423.81,49.97,-0.92,-1.0
362.1,40.11,-1.55,-1.0
320.34,39.34,-0.16,-1.0
134.79,25.49,-0.0,-1.0
263.38,15.0,0.97,270.49
249.08,7.56,-0.05,-1.0
203.9,14.23,-1.06,-1.0
389.37,18.8,-1.91,-1.0
298.35,37.82,-1.34,-1.0
132.42,26.98,1.41,93.94
188.07,3.87,-1.65,-1.0
373.3,0.9,-1.78,-1.0
130.45,5.12,1.29,101.25
440.48,20.52,-2.36,-1.0
298.06,46.66,1.04,286.64
292.23,31.87,0.24,1224.34
336.96,40.09,-1.38,-1.0
429.87,23.32,-1.97,-1.0
239.12,18.08,0.05,4575.52
371.21,5.42,-1.11,-1.0
326.29,43.8,-4.0,-1.0
206.81,39.16,-0.52,-1.0
451.45,8.41,-4.74,-1.0
418.97,25.61,-0.27,-1.0
363.38,24.37,-1.73,-1.0
440.23,31.25,-2.69,-1.0
446.92,47.31,-1.12,-1.0
383.35,28.99,-1.2,-1.0
434.81,27.01,-4.04,-1.0
378.99,2.52,-1.9,-1.0
372.06,3.15,-2.22,-1.0
347.44,9.37,-4.09,-1.0
401.09,1.62,-3.05,-1.0
163.44,37.17,0.09,1810.61
452.35,36.17,-2.7,-1.0
448.74,6.8,-4.71,-1.0
111.7,41.8,2.61,42.79
430.33,7.74,-2.46,-1.0
151.55,15.06,0.54,280.2
234.05,12.45,0.26,898.5
397.4,18.62,-3.16,-1.0
164.3,12.73,1.04,157.76
427.19,24.45,-2.82,-1.0
432.85,20.37,-3.67,-1.0
302.99,49.33,-0.17,-1.0
102.55,2.8,3.21,31.93
214.82,7.11,0.94,228.75
346.77,2.64,-0.08,-1.0
492.47,31.29,-3.71,-1.0
352.73,2.73,-3.92,-1.0
203.92,41.82,2.2,92.86
353.6,25.6,1.55,228.76
315.99,26.35,1.15,273.76
411.94,28.08,-2.62,-1.0
142.79,8.54,-1.16,-1.0
404.41,9.88,-3.64,-1.0
316.51,15.94,-3.69,-1.0
485.2,29.67,-3.01,-1.0
236.75,10.51,2.04,115.99
353.05,5.82,-1.74,-1.0
472.81,48.51,-2.27,-1.0
141.0,1.1,2.65,53.14
474.89,40.13,-3.36,-1.0
375.15,39.4,1.3,288.19
127.13,14.86,3.72,34.21
220.39,6.78,-0.4,-1.0
383.27,7.28,-2.7,-1.0
126.94,34.87,1.78,71.46
332.87,32.14,-1.85,-1.0
238.35,39.14,-2.12,-1.0
348.37,46.87,0.44,795.0
118.3,34.6,2.64,44.78
448.61,7.79,-2.25,-1.0
489.4,12.17,-4.79,-1.0
487.55,42.11,-4.72,-1.0
399.86,10.47,-1.84,-1.0
152.03,3.63,-0.27,-1.0
403.31,35.16,-2.54,-1.0
109.83,20.13,2.43,45.11
108.85,46.0,2.01,54.12
229.44,32.51,1.77,129.43
295.46,4.52,-2.44,-1.0
408.16,47.39,-2.6,-1.0
373.32,12.93,-0.59,-1.0
278.36,16.86,-0.11,-1.0
209.45,20.11,2.2,95.03
498.85,2.56,-2.36,-1.0
270.47,24.83,2.07,130.82
280.55,6.17,0.0,62643.34
165.45,20.05,1.94,85.34
417.92,17.54,-2.66,-1.0
377.47,38.64,-1.75,-1.0
188.31,40.16,1.48,126.95
132.95,7.67,3.09,43.03
372.2,18.33,-0.63,-1.0
361.8,18.67,-1.74,-1.0
209.3,7.57,1.97,106.09
480.35,39.92,-5.0,-1.0
160.42,35.36,-1.74,-1.0
272.93,9.52,0.29,931.16
477.45,18.34,-2.75,-1.0
267.89,5.29,0.23,1167.99
355.41,31.41,-1.46,-1.0
259.04,6.07,0.27,973.68
209.69,49.3,-1.32,-1.0
493.59,39.03,-2.08,-1.0
263.73,19.51,0.85,308.72
457.64,28.93,-0.75,-1.0
191.98,45.57,3.1,61.92
185.24,27.7,0.51,360.58
112.45,8.72,1.29,87.42
360.67,18.94,-3.89,-1.0
247.41,42.16,-1.27,-1.0
445.74,32.21,-2.75,-1.0
289.28,32.54,0.68,423.77
487.28,43.34,-3.79,-1.0
174.21,44.7,1.45,119.95
447.45,45.99,-2.48,-1.0
410.64,4.74,-2.37,-1.0
408.37,27.21,-1.71,-1.0
437.91,37.03,-2.97,-1.0
404.41,37.85,-2.69,-1.0
350.49,30.34,-4.06,-1.0
152.5,8.34,0.1,1479.28
113.01,39.87,0.15,753.69
468.34,36.01,-3.46,-1.0
346.66,4.31,-0.84,-1.0
418.61,23.19,-1.2,-1.0
292.61,8.7,-0.58,-1.0
146.92,16.87,2.02,72.59
150.07,0.9,1.36,110.14
374.23,20.02,-2.18,-1.0
272.12,27.49,-1.42,-1.0
180.21,30.98,0.67,270.13
296.64,33.17,-0.11,-1.0
125.68,41.81,2.84,44.26
332.79,10.77,0.46,725.23
207.6,6.02,-0.89,-1.0
419.02,42.58,-2.34,-1.0
224.14,7.83,0.77,292.97
282.09,48.74,0.78,361.13
104.65,42.13,2.36,44.31
128.98,25.04,0.61,209.93
257.0,49.07,-2.45,-1.0
291.98,4.87,-2.42,-1.0
340.01,15.15,-0.99,-1.0
216.67,31.91,0.35,624.96
377.99,17.5,-3.43,-1.0
444.05,46.42,-2.37,-1.0
411.94,3.28,-1.17,-1.0
115.85,27.47,-0.89,-1.0
292.2,29.54,0.74,397.3
141.97,32.64,0.01,10153.51
196.82,12.78,1.92,102.6
494.67,18.23,-3.75,-1.0
157.0,42.18,-1.11,-1.0
299.56,9.75,-1.68,-1.0
347.26,41.34,-1.62,-1.0
380.99,28.13,-2.39,-1.0
323.86,38.11,-1.56,-1.0
103.91,35.68,1.46,71.08
230.58,10.38,-0.56,-1.0
307.08,28.44,-1.17,-1.0
135.15,43.39,-1.92,-1.0
240.25,21.61,0.19,1298.38
113.28,48.33,0.73,154.46
131.43,22.61,3.1,42.38
258.77,7.14,-2.0,-1.0
153.09,19.47,-2.24,-1.0
327.02,47.59,-0.34,-1.0
375.79,15.99,-1.24,-1.0
420.23,43.4,-3.71,-1.0
180.06,44.06,-2.1,-1.0
166.99,17.51,2.64,63.35
141.83,4.16,2.7,52.47
354.57,36.23,-5.0,-1.0
382.59,15.58,-2.51,-1.0
112.63,39.15,3.37,33.42
474.48,22.13,-3.46,-1.0
120.79,24.26,0.06,2149.4
316.52,38.9,-1.59,-1.0
383.62,19.12,-3.52,-1.0
448.39,22.16,-5.0,-1.0
385.63,18.81,-0.28,-1.0
420.69,18.37,-4.97,-1.0
235.78,26.3,0.01,17989.68
425.93,40.44,-0.93,-1.0
132.05,18.09,-1.5,-1.0
457.93,26.21,-3.97,-1.0
319.04,33.54,0.63,506.89
426.92,13.47,-1.47,-1.0
280.93,13.88,-1.74,-1.0
357.43,46.67,0.23,1560.41
310.56,36.18,0.7,441.02
392.64,28.86,-1.52,-1.0
132.65,32.39,-0.68,-1.0
124.14,1.46,0.14,896.85
198.84,30.91,0.44,450.72
163.82,25.48,0.08,2075.51
448.71,27.29,-1.08,-1.0
187.69,17.97,-2.17,-1.0
490.35,4.07,-5.0,-1.0
234.76,9.67,-0.08,-1.0
172.85,47.54,-0.47,-1.0
415.88,20.43,-3.1,-1.0
363.48,23.33,-4.29,-1.0
299.28,2.64,-0.96,-1.0
322.15,1.88,-1.3,-1.0
387.68,35.86,-0.9,-1.0
191.38,26.9,0.19,1009.72
498.53,25.44,-3.18,-1.0
489.92,12.16,-1.13,-1.0
360.13,37.24,-3.57,-1.0
179.82,8.41,1.01,178.67
372.09,9.5,-4.23,-1.0
128.88,23.04,-0.55,-1.0
112.26,14.31,-0.94,-1.0
203.07,12.37,1.14,177.79
285.05,32.26,-0.95,-1.0
447.31,32.55,-2.49,-1.0
390.87,41.23,-3.57,-1.0
397.08,20.89,-2.42,-1.0
270.2,3.65,-1.85,-1.0
238.37,13.68,0.19,1245.15
248.42,49.0,-1.97,-1.0
495.06,29.81,-0.96,-1.0
116.04,35.49,-1.67,-1.0
446.81,0.37,-3.68,-1.0
331.47,25.91,1.2,275.97
275.45,1.88,-1.41,-1.0
390.1,28.46,-3.87,-1.0
294.67,46.04,-0.62,-1.0
449.37,48.42,-3.21,-1.0
460.28,27.03,-3.86,-1.0
268.69,22.91,-2.33,-1.0
210.73,47.25,4.05,52.09
336.94,33.68,-1.75,-1.0
464.95,3.24,-5.0,-1.0
184.26,23.29,2.4,76.84
349.19,12.01,-0.58,-1.0
352.62,23.49,-2.68,-1.0
393.25,22.77,-3.33,-1.0
152.63,29.11,1.48,102.85
386.33,17.84,-2.23,-1.0
463.61,8.21,-5.0,-1.0
171.87,25.19,2.96,58.02
195.02,41.51,-0.6,-1.0
488.56,33.2,-0.64,-1.0
172.39,16.92,2.19,78.58
441.75,46.78,-3.92,-1.0
296.91,45.61,0.58,511.32
198.89,10.47,-0.97,-1.0
448.3,1.97,-5.0,-1.0
278.12,37.07,-1.42,-1.0
305.93,41.38,-0.46,-1.0
243.69,48.39,-1.13,-1.0
337.18,44.49,-1.83,-1.0
165.41,30.03,2.06,80.25
256.43,26.5,-0.4,-1.0
487.76,1.39,-4.14,-1.0
203.25,12.33,1.02,199.17
362.69,22.98,-1.33,-1.0
230.08,31.43,-4.08,-1.0
409.39,27.86,-1.45,-1.0
152.35,37.13,1.06,143.15
487.93,13.99,-2.85,-1.0
281.52,28.25,0.52,538.9
194.42,4.41,-0.95,-1.0
129.4,20.68,1.21,106.87
167.9,37.51,-2.03,-1.0
307.91,34.67,-0.47,-1.0
234.8,49.53,2.58,90.95
431.55,13.89,-3.81,-1.0
272.36,24.91,-1.86,-1.0
199.49,16.48,-1.06,-1.0
346.86,22.03,-1.27,-1.0
382.71,42.85,-3.42,-1.0
166.82,34.21,0.96,173.1
167.05,44.12,1.6,104.42
114.67,10.18,1.65,69.29
394.56,43.67,-4.6,-1.0
365.52,2.99,-0.16,-1.0
289.85,44.43,0.51,571.11
437.67,16.45,-1.13,-1.0
422.27,15.73,-1.66,-1.0
334.14,25.6,-1.01,-1.0
447.31,47.03,-0.92,-1.0
182.34,2.39,3.06,59.55
144.77,17.61,-0.88,-1.0
207.9,42.83,1.54,135.16
122.83,19.8,0.64,191.23
312.47,9.96,-1.32,-1.0
474.64,21.24,-5.0,-1.0
115.74,19.28,0.42,278.59
148.84,45.77,-0.98,-1.0
280.88,38.1,-1.5,-1.0
473.55,25.26,-4.38,-1.0
226.46,49.42,-0.94,-1.0
302.89,23.26,-1.64,-1.0
116.63,2.91,0.98,119.15
159.34,13.11,-2.02,-1.0
494.65,21.8,-5.0,-1.0
486.05,7.85,-2.32,-1.0
101.98,47.38,-0.22,-1.0
480.72,38.34,-1.2,-1.0
355.65,13.41,-1.22,-1.0
447.17,29.54,-1.56,-1.0
281.9,36.07,1.3,217.33
306.24,47.06,-1.53,-1.0
295.54,44.08,-1.82,-1.0
366.75,25.76,-0.36,-1.0
155.86,38.73,1.21,129.27
111.99,28.11,0.6,186.93
223.17,27.64,1.86,120.28
381.87,5.74,-2.14,-1.0
180.74,6.31,0.24,747.65
369.37,26.48,-1.66,-1.0
487.96,13.44,-4.28,-1.0
137.56,1.05,0.74,185.7
369.04,36.14,0.4,911.82
277.5,1.62,-0.11,-1.0
447.26,29.76,-2.43,-1.0
170.86,26.96,0.05,3504.82
377.05,48.44,-1.27,-1.0
435.25,24.21,-1.23,-1.0
477.85,3.18,-1.86,-1.0
373.3,27.58,-2.23,-1.0
298.87,42.05,-0.5,-1.0
347.14,49.84,-0.75,-1.0
447.56,21.52,-3.99,-1.0
328.24,16.01,-1.03,-1.0
112.15,45.33,-2.36,-1.0
472.38,9.56,-2.0,-1.0
375.81,30.77,-0.77,-1.0
370.61,20.29,-0.58,-1.0
186.27,2.05,-0.46,-1.0
363.55,17.36,-1.17,-1.0
257.55,13.26,1.56,165.04
360.49,34.3,0.52,699.01
142.64,47.44,0.53,269.19
363.14,13.4,-1.42,-1.0
499.77,40.57,-1.33,-1.0
119.28,2.77,-1.44,-1.0
490.87,26.91,-3.39,-1.0
262.76,3.53,1.38,191.0
448.3,46.7,-1.02,-1.0
412.95,38.32,-1.58,-1.0
326.81,32.9,-3.53,-1.0
395.38,41.19,-2.03,-1.0
451.41,32.38,-3.4,-1.0
261.66,48.45,-0.12,-1.0
230.81,35.7,-1.52,-1.0
367.04,46.23,-3.21,-1.0
423.14,25.86,-5.0,-1.0
404.91,5.85,-0.22,-1.0
419.13,26.41,-2.79,-1.0
274.23,6.34,-0.51,-1.0
427.13,29.62,-2.27,-1.0
148.08,24.12,-1.08,-1.0
317.8,31.13,-3.07,-1.0
102.3,0.5,-0.53,-1.0
229.83,9.74,-1.38,-1.0
246.58,24.57,0.08,2933.32
258.47,47.53,-1.78,-1.0
378.19,19.18,0.84,451.37
255.42,21.22,0.99,258.92
279.48,35.73,0.42,668.98
195.02,30.19,-0.13,-1.0
249.3,14.95,1.78,140.18
190.91,20.54,-0.24,-1.0
129.28,10.88,0.66,195.78
341.38,48.3,-1.16,-1.0
367.29,6.53,-0.62,-1.0
347.8,18.59,-0.52,-1.0
285.4,1.29,-1.57,-1.0
251.91,11.09,-1.32,-1.0
445.33,39.02,-1.49,-1.0
307.63,10.06,-0.0,-1.0
291.67,4.0,-1.51,-1.0
110.26,23.72,-1.48,-1.0
236.5,0.5,-0.68,-1.0
252.08,4.24,0.41,608.14
259.53,40.38,2.11,122.83
332.07,38.57,-3.12,-1.0
313.44,45.76,-1.77,-1.0
343.16,42.73,-2.02,-1.0
405.95,34.16,-0.03,-1.0
425.19,2.62,-2.3,-1.0
387.25,39.14,-3.23,-1.0
482.21,42.28,-1.98,-1.0
107.29,39.95,0.32,335.17
178.31,25.42,-1.62,-1.0
103.03,11.65,-0.37,-1.0
358.99,42.27,1.01,355.03
459.21,36.36,-2.02,-1.0
197.39,49.04,0.19,1051.58
470.81,7.78,-3.08,-1.0
124.11,11.28,1.2,103.67
473.77,10.59,-2.32,-1.0
240.65,39.63,0.03,7576.52
140.57,9.35,0.77,183.37
294.35,3.33,0.36,818.29
202.71,49.93,0.01,26848.21
213.95,1.24,-1.61,-1.0
222.92,41.76,-1.15,-1.0
421.21,18.27,-5.0,-1.0
315.66,42.08,1.88,167.59
224.52,27.73,1.05,214.06
344.13,45.08,-2.69,-1.0
386.46,46.31,-2.29,-1.0
209.05,0.45,-1.05,-1.0
265.42,3.77,1.66,159.93
148.75,12.52,-1.62,-1.0
172.46,33.47,0.45,385.72
372.45,44.41,-1.89,-1.0
172.58,23.0,1.51,113.95
310.07,30.35,-1.26,-1.0
383.62,9.42,-4.47,-1.0
142.75,40.25,0.2,729.01
326.92,48.37,-2.73,-1.0
202.63,13.43,0.09,2176.0
485.17,24.74,-0.7,-1.0
293.42,4.31,-3.54,-1.0
422.4,27.96,-3.42,-1.0
320.09,25.14,-2.03,-1.0
117.37,7.22,0.25,462.24
353.26,22.1,-0.42,-1.0
480.56,16.71,-3.07,-1.0
340.64,26.09,-0.78,-1.0
427.68,29.28,-3.22,-1.0
453.68,0.42,-2.19,-1.0
191.23,38.05,1.25,152.45
184.82,35.65,-0.95,-1.0
344.39,18.31,-0.27,-1.0
264.41,2.65,-0.57,-1.0
435.94,37.75,-0.79,-1.0
460.01,47.76,-2.9,-1.0
241.37,12.01,0.16,1525.9
194.75,16.18,-0.01,-1.0
412.21,9.19,-2.27,-1.0
209.92,28.85,0.29,725.94
429.05,7.74,-1.49,-1.0
269.5,17.81,-2.57,-1.0
367.02,34.85,0.48,764.23
138.21,28.01,-2.17,-1.0
349.54,19.32,-2.52,-1.0
280.71,21.01,-0.95,-1.0
334.64,28.11,-0.73,-1.0
167.21,0.29,2.69,62.11
394.75,3.93,-4.73,-1.0
445.12,44.06,-3.21,-1.0
186.7,3.89,-3.06,-1.0
138.29,35.34,0.66,208.08
109.46,46.0,1.31,83.36
356.79,13.53,0.82,436.01
342.84,18.52,-1.25,-1.0
318.68,28.45,0.38,840.29
192.78,44.09,0.95,203.36
256.36,47.1,-1.22,-1.0
337.79,36.98,-3.49,-1.0
298.71,4.33,-0.57,-1.0
495.11,33.46,-5.0,-1.0
154.58,20.52,2.4,64.49
378.06,23.54,-2.02,-1.0
261.73,2.46,1.18,222.65
271.28,9.55,-1.43,-1.0
387.04,39.53,-1.47,-1.0
376.97,22.7,-1.46,-1.0
496.5,15.08,-3.03,-1.0
151.36,19.2,-0.16,-1.0
141.64,42.72,1.17,120.83
389.74,37.45,-3.29,-1.0
331.35,13.62,-3.13,-1.0
209.66,5.88,1.77,118.62
131.77,12.6,1.77,74.32
134.26,46.04,0.76,177.55
457.68,29.08,-0.08,-1.0
176.75,26.67,-0.17,-1.0
229.35,29.82,1.69,135.66
190.66,18.3,0.36,534.46
